final_question_id,label,cleaned_question,ground_truth,reference_url,reference_text,source_type
FQ00087,factual,How does power of attorney work before investing?,"In Canada, a Power of Attorney (POA) is a legal document that grants an individual (the ""attorney"") the authority to act on behalf of another person (the ""donor"") in financial matters. When it comes to investing, a POA can be crucial if the donor becomes incapacitated and unable to manage their own affairs.

The POA for property and personal care (also known as an Enduring Power of Attorney) is particularly relevant for financial matters. It allows the attorney to make decisions about the donor's investments, bank accounts, and other financial assets.

It's important to note that the POA must be signed while the donor is mentally capable. The specific requirements for a valid POA can vary by province, but generally include witnessing and notarization.

However, the attorney acting under a POA is still subject to Canadian securities regulations and fiduciary duties, which require them to act in the best interests of the donor. They are also required to keep accurate records and file necessary tax documents on behalf of the donor.",ollama-knowledge,,ollama-knowledge
FQ00088,factual,Is it advisable to withdraw from RRSP to pay off a 23% loan?,"Withdrawing from a Registered Retirement Savings Plan (RRSP) to pay off a high-interest loan could potentially save you money in the long run if the interest rate on your loan is higher than the expected return on investment for RRSP funds. However, it's important to note that withdrawals from an RRSP are subject to withholding tax (currently 10% at source), and any amount withdrawn will reduce your retirement savings. Additionally, if you're under the age of 71, you may have to pay back the withdrawal as a tax liability over future years through your income tax returns (under the Home Buyers' Plan or Lifelong Learning Plan rules, if applicable). In this specific case, with a 23% loan interest rate, it might be advisable to consider this option, but it's crucial to weigh the pros and cons carefully and consult a financial advisor before making any decisions.",ollama-knowledge,,ollama-knowledge
FQ00089,factual,What should one know about crypto assets before investing?,"Before investing in crypto assets, one should understand the three main ways to make money from investing: interest, dividends, and capital gains. It's also important to research investments thoroughly, consider personal goals, and be aware of potential risks and benefits of using AI in financial planning and investing.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00090,factual,What are the risks of leveraged ETFs?,"Leveraged ETFs carry significant risks due to their use of leverage. They amplify the potential for both gains and losses, which can lead to substantial losses if the market moves against the investor. For instance, a 3x leveraged ETF could result in a 300% return if the underlying asset increases by 100%, but it could also lead to a 300% loss if the asset decreases by 100%.",https://www.investopedia.com/simulator/?inv_to_sim=global_nav,Simulator - Investopedia Stock Simulator,site-search
FQ00091,factual,"The user's total portfolio is down 86% with an investment of $14000, consisting of three stocks: two weed and one banking stock.","The user's total portfolio, comprising three stocks (two weed stocks and one banking stock), has a loss of 86% with an initial investment of $14000.",https://www.investopedia.com/simulator/?inv_to_sim=global_nav,Simulator - Investopedia Stock Simulator,site-search
FQ00092,factual,Making RRSP withdrawals rules for before and after retirement,"The text provides information about RRSPs (Registered Retirement Savings Plans) and related plans in Canada. For individuals before retirement, they can contribute to an RRSP and claim deductions for themselves or their spouse or common-law partner. When turning 71, options include purchasing an advanced life deferred annuity (ALDA), deferring the RRSP until age 85, or converting it to a Registered Retirement Income Fund (RRIF). For first-time home buyers, there's the First Home Savings Account (FHSA) and the Home Buyers' Plan that allows withdrawing funds from RRSPs to buy or build a qualified home. The text also mentions the Lifelong Learning Plan for continuing education or retraining. Anti-avoidance rules are strengthened to prevent aggressive tax planning.",https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/rrsps-related-plans.html,"RRSPs and related plans - Canada.ca RRSPs and related plans The following links provide information for annuitants, contributors, or beneficiaries of registered plans for retirement, saving for your first home, buying or building a qualified home, or continuing education. Plan administrators should consult Savings and pension plan administration . Topics Definitions for RRSPs Registered Retirement",CRA
FQ00094,factual,What is the risk level for WealthSimple?,"WealthSimple operates as a digital investment manager in Canada, offering services such as automated portfolio management and financial planning. As a Portfolio Manager regulated by the Investment Industry Regulatory Organization of Canada (IIROC) and a Member of the Canadian Investor Protection Fund (CIPF), it adheres to strict regulations regarding client funds, risk management, and disclosure. However, like all investment platforms, WealthSimple carries an inherent level of risk due to market fluctuations. The specific risk level for each individual investor depends on their chosen investment portfolio, which can range from conservative to aggressive based on their risk tolerance, time horizon, and financial goals. It's essential for investors to understand the associated risks and consult with a financial advisor if necessary before investing.",ollama-knowledge,,ollama-knowledge
FQ00095,factual,Retirement planning comparison between buying a rental property and maxing out RRSPs,"In Canada, both purchasing a rental property and contributing to Registered Retirement Savings Plans (RRSPs) can be strategies for retirement planning. However, they have distinct differences.

1. RRSP contributions are tax-deductible up to an annual limit of $27,830 for the 2021 tax year. The money grows tax-free within the account until withdrawal, at which point it is taxed as ordinary income.

2. A rental property, on the other hand, generates rental income that is taxable each year. However, expenses related to the property (mortgage interest, maintenance, property taxes, etc.) can be deducted from this income, reducing the tax liability. The appreciation in property value and any capital gains are also taxed upon sale.

3. Rental properties can potentially provide a steady stream of passive income during retirement, while RRSPs provide a larger lump sum at retirement that can be used for income or to purchase an annuity.

4. It's important to note that the best strategy depends on individual circumstances, including risk tolerance, investment goals, and tax situation. Consulting with a financial advisor is recommended.",ollama-knowledge,,ollama-knowledge
FQ00096,factual,Does preparing a tax return for a deceased individual impact a retail investor?,"Preparing a tax return for a deceased individual does not directly impact a retail investor, unless the deceased and the retail investor have joint accounts or the deceased's estate includes assets that were co-owned with the retail investor. In such cases, the distribution of these assets may affect the retail investor's tax situation. However, preparing a deceased individual's tax return is primarily concerned with settling the deceased's affairs and does not involve any ongoing personal finance activities for the retail investor.",ollama-knowledge,,ollama-knowledge
FQ00098,factual,ESG ratings for retail investor decision making - Facts about ESG ratings impact and their relevance for investors,"In Canada, Environmental, Social, and Governance (ESG) ratings have gained significant importance in the investment landscape. These ratings provide insights into a company's sustainability and ethical impact, which can be crucial for retail investors seeking socially responsible investments. The Canadian Securities Administrators (CSA) do not regulate ESG ratings directly, but they encourage transparency and disclosure around ESG factors by issuers.

The Toronto Stock Exchange (TSX) also plays a role in promoting ESG considerations. For instance, the TSX has introduced the Sustainability Leaders Index, which includes companies that outperform their peers in ESG practices.

As for the impact on investors, research suggests that companies with high ESG ratings tend to demonstrate better long-term financial performance and lower risk profiles compared to those with poor ESG ratings. However, it's essential for retail investors to understand that while ESG ratings can be a valuable tool, they should not be the sole basis for investment decisions. It's always recommended to conduct thorough research and consider seeking advice from a financial advisor.

In terms of relevance, given growing global concern over climate change, social issues, and corporate governance, ESG ratings are increasingly becoming a key factor in investment decision-making for many retail investors in Canada.",ollama-knowledge,,ollama-knowledge
FQ00099,factual,Funded a FHSA (First Home Savings Account) at Questrade.,"The First Home Savings Account (FHSA) is a registered plan in Canada that allows first-time home buyers to save tax-free up to $8,000 in the first year. Contributions to an FHSA are generally deductible but transfers from RRSPs are not.",https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/first-home-savings-account.html,"First Home Savings Account (FHSA) - Canada.ca First Home Savings Account (FHSA) A first home savings account (FHSA) is a registered plan which allows you, if you are a first-time home buyer , to save to buy or build a qualifying first home tax-free (up to certain limits). Your FHSA participation room in the first year you open your FHSA is $8,000. Contributions to an FHSA are generally deductible ",CRA
FQ00100,factual,What affects a retail investor due to a TFSA?,"A Retail Investor can be affected by a TFSA (Tax-Free Savings Account) in Canada due to contribution limits and withdrawal rules. The total contributions made by an individual to all their TFSAs at a particular time in the calendar year is limited, excluding qualifying transfers or exempt contributions. This limit is the TFSA dollar limit for the calendar year. Additionally, withdrawals from a TFSA can affect the contributor's contribution room; withdrawals in the preceding calendar year reduce the available contribution room for the current year.",https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/tax-free-savings-account.html,"Tax-free Savings Account (TFSA) - Canada.ca Tax-free Savings Account (TFSA) Most requested Calculate your contribution room If you over-contribute to a TFSA How withdrawals affect contribution room If you have to pay tax on a TFSA Services and information What is a TFSA What a TFSA is, how it works, and the different types available Opening a TFSA Who can open, how to open, how to close a TFSA Con",CRA
FQ00102,factual,What impact does a market bubble have on a retail investor?,"A market bubble, as indicated by the Fed's potential interest rate hike to control inflation, can lead to a decline in retail investor portfolios. For instance, on Wednesday, stocks slumped due to this possibility, and some tech-heavy stocks like SpaceX experienced a 9% drop.",https://www.investopedia.com/stock-market-today-dow-jones-s-and-p-500-06182026-12001491,"Stock Market Today: Stocks Rebound From Fed Sell-Off; Intel Rallies With Chip and Memory Stocks; SpaceX Continues Decline ​ Live Coverage from 41 minutes ago Stocks slumped on Wednesday as the odds rose that the Fed will hike rates later this year. Michael Nagle / Bloomberg via Getty Images Close Stocks rose on Thursday, the final trading day of a holiday-shortened week, recovering some of yesterd",site-search
FQ00103,factual,Comparison of returns between Bank Mutual Funds and ETFs over 25 years,"Over a 25-year period, both bank mutual funds and exchange-traded funds (ETFs) can provide returns in the Canadian market. However, historically, ETFs have tended to outperform actively managed mutual funds, including those offered by banks, due to their lower management fees and passive investment strategy. For instance, from 1999 to 2023, the S&P/TSX Composite Total Return Index (a broad market index representing the Canadian stock market) had an average annual return of approximately 7%. In comparison, the iShares Core S&P/TSX Capped Composite Index ETF (XIC), a popular Canadian equity ETF, has delivered an average annual return of around 6.5% over the same period. It's essential to note that past performance is not indicative of future results and individual returns may vary based on various factors such as investment strategy, risk tolerance, and market conditions.

Regarding taxes, capital gains from both mutual funds and ETFs are subject to the same rules in Canada. Capital gains are taxed at a lower rate compared to regular income, with a 50% inclusion rate for mutual funds and a full realization approach for ETFs. However, the overall tax burden can be influenced by factors such as the investor's marginal tax rate, holding period, and frequency of trading.

Lastly, it is important to mention that both bank mutual funds and ETFs are regulated by the Canadian Securities Administrators (CSA) and must adhere to various securities laws and regulations in Canada. These include disclosure requirements, suitability standards for investments, and restrictions on certain types of investments or trading practices.",ollama-knowledge,,ollama-knowledge
FQ00104,factual,How does having girlfriend's parents contribute 50% of the downpayment as an investment in a condo affect us?,"If the girlfriend's parents contribute 50% of the downpayment for a condo purchase in Canada, it would typically not require mortgage loan insurance as the down payment exceeds 20%. However, the minimum amount required for the down payment still depends on the purchase price of the home. For example, if the purchase price is $600,000, the minimum down payment would be $35,000 (calculated as 5% of the first $500,000 and 10% of the remaining $100,000). The premium for mortgage loan insurance would range from 0.6% to 4.5% of the amount of the mortgage, but since the down payment exceeds 20%, no mortgage loan insurance is typically required.",https://www.canada.ca/en/financial-consumer-agency/services/mortgages/down-payment.html,How much you need for a down payment - Canada.ca How much you need for a down payment What is a minimum down payment A down payment is the amount of money you put towards the purchase of a home. Your lender deducts the down payment from the purchase price of your home. Your mortgage covers the rest of the price of the home. The minimum amount you need for your down payment depends on the purchase ,FCAC
FQ00105,factual,How does power of attorney affect a retail investor?,"A Power of Attorney (POA) allows an individual (the ""attorney"") to act on behalf of another person (the ""donor"") in financial matters, including investing. In Canada, there are two main types: a general POA and a continuing (or enduring) POA. A general POA grants broad powers to the attorney but becomes invalid if the donor loses mental capacity. A continuing POA remains valid even if the donor loses mental capacity.

For retail investors, a POA can be useful in managing investments when the investor is unable to do so personally due to illness, absence, or incapacity. The attorney must act in the best interests of the donor and follow applicable securities regulations, such as the rules set by provincial securities commissions. It's essential for investors to choose a trustworthy attorney and ensure that the POA is properly executed and registered with relevant authorities if required by their province.",ollama-knowledge,,ollama-knowledge
FQ00106,factual,Is anyone selling stocks in anticipation of market decline due to war?,"While I don't have the ability to predict individual actions, it's important to note that there are instances where people might sell their stocks in anticipation of a market decline, especially during geopolitical events such as wars. However, it's crucial to distinguish between anecdotal evidence and widespread trends. As for Canada, there is no specific data available on the number of individuals selling stocks due to war-related concerns. It's also important to remember that selling securities in Canada is subject to certain rules, such as reporting capital gains or losses for tax purposes, and adhering to regulations set by the Canadian Securities Administrators (CSA). The CSA has not issued any statements suggesting a significant increase in stock sales due to war-related concerns.",ollama-knowledge,,ollama-knowledge
FQ00107,factual,Does TurboTax no longer allow reporting of investment income for free? Will it attempt to trick users into paying?,"As of 2021, TurboTax no longer offers a completely free version for filing taxes in Canada that includes the reporting of investment income. Users who wish to report capital gains, interest income, or other investment income will need to upgrade to a paid version. However, it is important to note that TurboTax does provide a basic free version for simple tax returns without investment income. While it's unlikely that TurboTax would intentionally try to trick users into paying, it may encourage upgrading by guiding users through the process and highlighting the features available in the paid versions.",ollama-knowledge,,ollama-knowledge
FQ00109,factual,Using CASH.TO instead of Wealthsimple Cash for short-term savings,"CASH.TO, also known as Canadian Dollars Trust, is a publicly traded investment fund on the Toronto Stock Exchange (TSX). It aims to replicate the performance of the Canadian dollar by investing in a portfolio of short-term, high-quality investments such as treasury bills and commercial papers.

For individuals using CASH.TO for short-term savings, it's important to note that there are no specific tax advantages compared to Wealthsimple Cash, which is a digital spending and saving account offered by Wealthsimple. CASH.TO units are subject to capital gains tax when sold at a profit, while Wealthsimple Cash accounts do not incur capital gains tax as they are not investment products but rather banking services.

However, CASH.TO can provide exposure to short-term interest rates and potentially higher returns compared to traditional savings accounts, depending on market conditions. It's essential for individuals to consider their financial goals, risk tolerance, and liquidity needs when deciding between these two options.

Regarding securities regulation, both CASH.TO and Wealthsimple Cash are subject to Canadian securities laws and regulations, ensuring a certain level of protection for investors.",ollama-knowledge,,ollama-knowledge
FQ00110,factual,What are key points to consider before investing in real estate?,"The key points to consider before investing in real estate are not explicitly mentioned in the provided text. However, it is suggested that one should understand their investing goals and the type of investments they want to buy, research the investments thoroughly, and be aware of how they make money from investments through interest, dividends, and capital gains. Additionally, making informed decisions includes asking questions.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00112,factual,Information required before investing by province and territory,"The text does not provide information specifically about investment opportunities by province and territory in Canada. However, it does mention resources for finding jobs, training programs, and employment insurance benefits across the country. Additionally, there is a section on moving within Canada to work, which suggests that labour mobility exists between provinces and territories.",https://www.canada.ca/en/services/jobs.html,"Jobs and the workplace - Canada.ca Jobs and the workplace Jobs Find a job, view funding programs for jobs and training. Explore career skills and training, start a business and learn about workplace standards. Featured Over 80 000 jobs posted – how to search Job Bank Most requested Work in Canada - work permits Immigrate as a skilled worker Hire a temporary foreign worker Federal Skilled Worker Pr",site-search
FQ00113,factual,What is the effect of an Investment Policy Statement on a Retail Investor?,"An Investment Policy Statement (IPS) is a written document outlining the investment objectives, strategies, and guidelines for managing an investment portfolio. For retail investors in Canada, having an IPS can provide clarity on their investment goals, risk tolerance, and expectations. It also serves as a reference for the investment advisor to ensure they are adhering to the investor's agreed-upon strategy. The IPS may include details such as asset allocation, rebalancing frequency, and investment restrictions, all of which help manage risks and align investments with the investor's financial situation and objectives. However, it is important to note that while an IPS can be beneficial, it does not guarantee profits or protect against losses.",ollama-knowledge,,ollama-knowledge
FQ00114,factual,What is the impact of Get Smarter About Trading on a retail investor?,NOT_FOUND,,,not_found
FQ00115,factual,What is the impact of five methods for finding money to save on a retail investor?,NOT_FOUND,,,not_found
FQ00116,factual,Are there delays for FHSA contributors in receiving their tax refund?,NOT_FOUND,,,not_found
FQ00117,factual,What impact do crypto assets have on a retail investor?,NOT_FOUND,,,not_found
FQ00118,factual,What is the impact of an investment philosophy '6. What is your investment philosophy' on a retail investor?,NOT_FOUND,,,not_found
FQ00120,factual,Using Wealthsimple as my primary bank,Wealthsimple is not mentioned as a primary bank in the provided text.,https://www.investopedia.com/stock-market-today-dow-jones-s-and-p-500-06182026-12001491,"Stock Market Today: Stocks Rebound From Fed Sell-Off; Intel Rallies With Chip and Memory Stocks; SpaceX Continues Decline ​ Live Coverage from 53 minutes ago Stocks slumped on Wednesday as the odds rose that the Fed will hike rates later this year. Michael Nagle / Bloomberg via Getty Images Close Stocks rose on Thursday, the final trading day of a holiday-shortened week, recovering some of yesterd",site-search
FQ00121,factual,Will FHSA increase demand and drive prices higher?,NOT_FOUND,,,not_found
FQ00122,factual,How to diversify a portfolio before investing?,"To diversify a portfolio before investing as a DIY investor, one should consider their investing goals and the type of investments they want to buy. They need to understand how these investments work, such as interest, dividends, and capital gains. It's also important to research investments thoroughly and make informed decisions by asking questions.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00123,factual,Comparison of RRSP withholding tax for XEQT and using IBKR to buy US ETFs,NOT_FOUND,,,not_found
FQ00124,factual,Key Responsibilities Before Investing,"The Key Responsibilities Before Investing in a Registered Education Savings Plan (RESP) involve the subscriber naming one or more beneficiaries who must be related by blood or adoption to the living subscriber or have been so tied to a deceased original subscriber. Subscribers can contribute to the plan, and promoters agree to pay educational assistance payments to the beneficiaries. There are rules, limits, and tax implications for excess contributions in RESP contributions.",https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/registered-education-savings-plans-resps.html,"Registered Education Savings Plan (RESP) - Canada.ca Registered Education Savings Plan A registered education savings plan (RESP) is a contract between an individual (the subscriber ), the Minister designated for the purposes of the Canada Education Savings Act, and a person (the promoter ). Under the contract, the subscriber names one or more beneficiaries (the future student(s)) and agrees to ma",CRA
FQ00125,factual,VFV purchase in an RRSP account,NOT_FOUND,,,not_found
FQ00126,factual,Does one needing an RRSP if they have a government pension?,NOT_FOUND,,,not_found
FQ00129,factual,Comparison of VFV returns and S&P 500 returns,"On Thursday, the S&P 500 advanced 1.1%, while the tech-heavy Nasdaq Composite rose 1.7%. However, the text does not provide information about VFV returns compared to the S&P 500 returns.",https://www.investopedia.com/stock-market-today-dow-jones-s-and-p-500-06182026-12001491,"Stock Market Today: Stocks Rebound From Fed Sell-Off; Intel Rallies With Chip and Memory Stocks; SpaceX Continues Decline ​ Live Coverage from 7 minutes ago Stocks slumped on Wednesday as the odds rose that the Fed will hike rates later this year. Michael Nagle / Bloomberg via Getty Images Close Stocks rose on Thursday, the final trading day of a holiday-shortened week, recovering some of yesterda",site-search
FQ00130,factual,What does it mean to be a Trusted Contact Person for a retail investor?,NOT_FOUND,,,not_found
FQ00132,factual,How can I start buying stocks?,"To start buying stocks, you first need to understand the basics of investing. As a DIY investor, consider your investing goals and the type of investments you want to buy, such as stocks. You'll also want to research how they work and understand potential risks and benefits. Additionally, it's important to keep informed with timely articles and financial literacy resources like videos, calculators, and quizzes.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00133,factual,How does reducing taxes on paycheck affect a retail investor?,NOT_FOUND,,,not_found
FQ00134,factual,How does the bank impact a retail investor?,"The bank impacts a retail investor by providing a platform for buying and selling investments such as stocks and bonds. Retail investors can build and manage their own investment portfolios, with the potential to earn money through interest, dividends, and capital gains. It's important for investors to understand the workings of these investments and to research them thoroughly before investing.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00135,factual,"What is the potential for increased tax rates on RRSP withdrawals in 30, 40, or 50 years? What level of control does the federal government have over RRSP funds?",NOT_FOUND,,,not_found
FQ00138,factual,How does planning for long-term care impact a retail investor?,NOT_FOUND,,,not_found
FQ00139,factual,What is the consequence for individuals in Canada who do not save for retirement?,"In Canada, there is no explicit consequence for individuals who do not save for retirement mentioned in the provided text. However, the text does mention resources for retirement planning and registered retirement saving plans.",https://www.canada.ca/en/services/jobs.html,"Jobs and the workplace - Canada.ca Jobs and the workplace Jobs Find a job, view funding programs for jobs and training. Explore career skills and training, start a business and learn about workplace standards. Featured Over 80 000 jobs posted – how to search Job Bank Most requested Work in Canada - work permits Immigrate as a skilled worker Hire a temporary foreign worker Federal Skilled Worker Pr",site-search
FQ00140,factual,Seeking halal ETFs as all accounts have been maxed out.,NOT_FOUND,,,not_found
FQ00142,factual,Ways to manage saving and investing during a recession,"During a recession, it's important for DIY investors to consider their investing goals and the type of investments they want to buy. There are three main ways to make money from investing: interest, dividends, and capital gains. It's also crucial to understand anything you are thinking of investing in, research investments thoroughly, and make informed decisions by asking questions. Additionally, AI is increasingly being used in financial planning and investing, with potential risks and benefits to consider.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00143,factual,How does Digital Tokens: A Reality Check impact a Retail Investor?,NOT_FOUND,,,not_found
FQ00144,factual,How does understanding risk affect investment decisions?,"Understanding risk is crucial in investment decisions as it helps DIY investors consider their investing goals and the type of investments they want to buy. It also encourages them to research investments thoroughly before making informed decisions, which includes asking questions about potential risks and benefits.",https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00145,factual,Key features in banks' debt and preferred share offerings before investing,The text does not provide information about key features in banks' debt and preferred share offerings before investing.,https://www.getsmarteraboutmoney.ca/learning-path/getting-started/,"Getting started | GetSmarterAboutMoney.ca external-link Skip to content Most Read The stock market brings together people who want to sell investments with those who want to buy them. Learn more about how the stock market works. There is no excerpt because this is a protected post. If you’re ready to start investing, learn these important basics before diving in. DIY investors build and manage the",site-search
FQ00148,factual,What is the name of the new card unveiled by Wealthsimple?,NOT_FOUND,,,not_found
FQ00149,factual,Is CPP one of the best retirement assets money can buy?,"The Canada Pension Plan (CPP) is a monthly, taxable benefit that replaces part of an individual's income upon retirement. As of January 2026, the maximum CPP retirement pension at age 65 is $1,507.65 per month.",https://www.canada.ca/en/services/benefits/publicpensions/cpp.html,"Canada Pension Plan retirement pension - Canada.ca Canada Pension Plan retirement pension Get timely benefit payments: Sign up for Direct Deposit today! Sign up for direct deposit to avoid delays in your benefit payments. It's fast, secure, and convenient. Description of Canada Pension Plan retirement pension The Canada Pension Plan (CPP) retirement pension is a monthly, taxable benefit that repla",CRA
FQ00150,factual,Is XEQT too aggressive for someone retiring in a few years?,NOT_FOUND,,,not_found
